id,lon,lat,class
50,-32.3957874474621,-3.91895730726057,4
51,-32.3944902813035,-3.91895730726057,4
52,-32.393193115145,-3.91895730726057,1
53,-32.3918959489865,-3.91895730726057,5
54,-32.3905987828279,-3.91895730726057,5
55,-32.3893016166694,-3.91895730726057,5
56,-32.3880044505109,-3.91895730726057,5
57,-32.3867072843523,-3.91895730726057,4
58,-32.3854101181938,-3.91895730726057,1
59,-32.3841129520352,-3.91895730726057,1
60,-32.4165421059987,-3.91796377343443,1
61,-32.4152449398402,-3.91796377343443,1
62,-32.4139477736816,-3.91796377343443,1
63,-32.4126506075231,-3.91796377343443,1
64,-32.4113534413645,-3.91796377343443,1
65,-32.410056275206,-3.91796377343443,1
66,-32.4087591090475,-3.91796377343443,1
67,-32.4074619428889,-3.91796377343443,1
68,-32.4061647767304,-3.91796377343443,1
69,-32.4048676105718,-3.91796377343443,1
70,-32.4035704444133,-3.91796377343443,1
71,-32.4022732782548,-3.91796377343443,1
72,-32.4009761120962,-3.91796377343443,1
73,-32.3996789459377,-3.91796377343443,1
74,-32.3983817797792,-3.91796377343443,4
75,-32.3970846136206,-3.91796377343443,4
76,-32.3957874474621,-3.91796377343443,4
77,-32.3944902813035,-3.91796377343443,4
78,-32.393193115145,-3.91796377343443,5
79,-32.3918959489865,-3.91796377343443,5
80,-32.3905987828279,-3.91796377343443,5
81,-32.3893016166694,-3.91796377343443,4
82,-32.3880044505109,-3.91796377343443,5
83,-32.3867072843523,-3.91796377343443,5
84,-32.3854101181938,-3.91796377343443,5
85,-32.3841129520352,-3.91796377343443,1
86,-32.3828157858767,-3.91796377343443,1
87,-32.3815186197182,-3.91796377343443,1
88,-32.4191364383158,-3.9169702396083,1
89,-32.4178392721572,-3.9169702396083,1
90,-32.4165421059987,-3.9169702396083,1
91,-32.4152449398402,-3.9169702396083,1
92,-32.4139477736816,-3.9169702396083,1
93,-32.4126506075231,-3.9169702396083,1
94,-32.4113534413645,-3.9169702396083,1
95,-32.410056275206,-3.9169702396083,1
96,-32.4087591090475,-3.9169702396083,1
97,-32.4074619428889,-3.9169702396083,1
98,-32.4061647767304,-3.9169702396083,1
99,-32.4048676105718,-3.9169702396083,1
100,-32.4035704444133,-3.9169702396083,1
101,-32.4022732782548,-3.9169702396083,1
102,-32.4009761120962,-3.9169702396083,4
103,-32.3996789459377,-3.9169702396083,4
104,-32.3983817797792,-3.9169702396083,4
105,-32.3970846136206,-3.9169702396083,4
106,-32.3957874474621,-3.9169702396083,4
107,-32.3944902813035,-3.9169702396083,4
108,-32.393193115145,-3.9169702396083,4
109,-32.3918959489865,-3.9169702396083,5
110,-32.3905987828279,-3.9169702396083,5
111,-32.3893016166694,-3.9169702396083,5
112,-32.3880044505109,-3.9169702396083,5
113,-32.3867072843523,-3.9169702396083,5
114,-32.3854101181938,-3.9169702396083,5
115,-32.3841129520352,-3.9169702396083,1
116,-32.3828157858767,-3.9169702396083,1
117,-32.3815186197182,-3.9169702396083,1
118,-32.3802214535596,-3.9169702396083,1
119,-32.4230279367914,-3.91597670578216,1
120,-32.4217307706328,-3.91597670578216,1
121,-32.4204336044743,-3.91597670578216,1
122,-32.4191364383158,-3.91597670578216,1
123,-32.4178392721572,-3.91597670578216,1
124,-32.4165421059987,-3.91597670578216,1
125,-32.4152449398402,-3.91597670578216,1
126,-32.4139477736816,-3.91597670578216,1
127,-32.4126506075231,-3.91597670578216,1
128,-32.4113534413645,-3.91597670578216,1
129,-32.410056275206,-3.91597670578216,1
130,-32.4087591090475,-3.91597670578216,1
131,-32.4074619428889,-3.91597670578216,1
132,-32.4061647767304,-3.91597670578216,1
133,-32.4048676105718,-3.91597670578216,1
134,-32.4035704444133,-3.91597670578216,4
135,-32.4022732782548,-3.91597670578216,1
136,-32.4009761120962,-3.91597670578216,4
137,-32.3996789459377,-3.91597670578216,4
138,-32.3983817797792,-3.91597670578216,4
139,-32.3970846136206,-3.91597670578216,4
140,-32.3957874474621,-3.91597670578216,4
141,-32.3944902813035,-3.91597670578216,4
142,-32.393193115145,-3.91597670578216,4
143,-32.3918959489865,-3.91597670578216,4
144,-32.3905987828279,-3.91597670578216,5
145,-32.3893016166694,-3.91597670578216,5
146,-32.3880044505109,-3.91597670578216,5
147,-32.3867072843523,-3.91597670578216,5
148,-32.3854101181938,-3.91597670578216,5
149,-32.3841129520352,-3.91597670578216,1
150,-32.3828157858767,-3.91597670578216,1
151,-32.3815186197182,-3.91597670578216,1
152,-32.3802214535596,-3.91597670578216,1
153,-32.3789242874011,-3.91597670578216,1
154,-32.4256222691085,-3.91498317195602,1
155,-32.4243251029499,-3.91498317195602,1
156,-32.4230279367914,-3.91498317195602,1
157,-32.4217307706328,-3.91498317195602,1
158,-32.4204336044743,-3.91498317195602,1
159,-32.4191364383158,-3.91498317195602,1
160,-32.4178392721572,-3.91498317195602,1
161,-32.4165421059987,-3.91498317195602,5
162,-32.4152449398402,-3.91498317195602,5
163,-32.4139477736816,-3.91498317195602,1
164,-32.4126506075231,-3.91498317195602,1
165,-32.4113534413645,-3.91498317195602,1
166,-32.410056275206,-3.91498317195602,1
167,-32.4087591090475,-3.91498317195602,3
168,-32.4074619428889,-3.91498317195602,1
169,-32.4061647767304,-3.91498317195602,1
170,-32.4048676105718,-3.91498317195602,1
171,-32.4035704444133,-3.91498317195602,4
172,-32.4022732782548,-3.91498317195602,4
173,-32.4009761120962,-3.91498317195602,4
174,-32.3996789459377,-3.91498317195602,4
175,-32.3983817797792,-3.91498317195602,4
176,-32.3970846136206,-3.91498317195602,4
177,-32.3957874474621,-3.91498317195602,4
178,-32.3944902813035,-3.91498317195602,4
179,-32.393193115145,-3.91498317195602,4
180,-32.3918959489865,-3.91498317195602,4
181,-32.3905987828279,-3.91498317195602,4
182,-32.3893016166694,-3.91498317195602,5
183,-32.3880044505109,-3.91498317195602,5
184,-32.3867072843523,-3.91498317195602,5
185,-32.3854101181938,-3.91498317195602,5
186,-32.3841129520352,-3.91498317195602,1
187,-32.3828157858767,-3.91498317195602,3
188,-32.3815186197182,-3.91498317195602,1
189,-32.3802214535596,-3.91498317195602,5
190,-32.3789242874011,-3.91498317195602,3
191,-32.3776271212425,-3.91498317195602,3
192,-32.376329955084,-3.91498317195602,3
193,-32.4282166014255,-3.91398963812988,1
194,-32.426919435267,-3.91398963812988,1
195,-32.4256222691085,-3.91398963812988,1
196,-32.4243251029499,-3.91398963812988,1
197,-32.4230279367914,-3.91398963812988,1
198,-32.4217307706328,-3.91398963812988,1
199,-32.4204336044743,-3.91398963812988,1
200,-32.4191364383158,-3.91398963812988,5
201,-32.4178392721572,-3.91398963812988,1
202,-32.4165421059987,-3.91398963812988,3
203,-32.4152449398402,-3.91398963812988,3
204,-32.4139477736816,-3.91398963812988,1
205,-32.4126506075231,-3.91398963812988,1
206,-32.4113534413645,-3.91398963812988,1
207,-32.410056275206,-3.91398963812988,1
208,-32.4087591090475,-3.91398963812988,3
209,-32.4074619428889,-3.91398963812988,1
210,-32.4061647767304,-3.91398963812988,1
211,-32.4048676105718,-3.91398963812988,3
212,-32.4035704444133,-3.91398963812988,3
213,-32.4022732782548,-3.91398963812988,1
214,-32.4009761120962,-3.91398963812988,4
215,-32.3996789459377,-3.91398963812988,4
216,-32.3983817797792,-3.91398963812988,4
217,-32.3970846136206,-3.91398963812988,4
218,-32.3957874474621,-3.91398963812988,4
219,-32.3944902813035,-3.91398963812988,4
220,-32.393193115145,-3.91398963812988,5
221,-32.3918959489865,-3.91398963812988,4
222,-32.3905987828279,-3.91398963812988,4
223,-32.3893016166694,-3.91398963812988,5
224,-32.3880044505109,-3.91398963812988,5
225,-32.3867072843523,-3.91398963812988,5
226,-32.3854101181938,-3.91398963812988,5
227,-32.3841129520352,-3.91398963812988,5
228,-32.3828157858767,-3.91398963812988,5
229,-32.3815186197182,-3.91398963812988,3
230,-32.3802214535596,-3.91398963812988,5
231,-32.3789242874011,-3.91398963812988,5
232,-32.3776271212425,-3.91398963812988,3
233,-32.376329955084,-3.91398963812988,3
234,-32.3750327889255,-3.91398963812988,5
235,-32.4321080999011,-3.91299610430375,1
236,-32.4308109337426,-3.91299610430375,1
237,-32.4295137675841,-3.91299610430375,1
238,-32.4282166014255,-3.91299610430375,1
239,-32.426919435267,-3.91299610430375,1
240,-32.4256222691085,-3.91299610430375,1
241,-32.4243251029499,-3.91299610430375,1
242,-32.4230279367914,-3.91299610430375,1
243,-32.4217307706328,-3.91299610430375,3
244,-32.4204336044743,-3.91299610430375,3
245,-32.4191364383158,-3.91299610430375,3
246,-32.4178392721572,-3.91299610430375,3
247,-32.4165421059987,-3.91299610430375,3
248,-32.4152449398402,-3.91299610430375,3
249,-32.4139477736816,-3.91299610430375,1
250,-32.4126506075231,-3.91299610430375,1
251,-32.4113534413645,-3.91299610430375,1
252,-32.410056275206,-3.91299610430375,2
253,-32.4087591090475,-3.91299610430375,3
254,-32.4074619428889,-3.91299610430375,3
255,-32.4061647767304,-3.91299610430375,3
256,-32.4048676105718,-3.91299610430375,3
257,-32.4035704444133,-3.91299610430375,3
258,-32.4022732782548,-3.91299610430375,3
259,-32.4009761120962,-3.91299610430375,4
260,-32.3996789459377,-3.91299610430375,4
261,-32.3983817797792,-3.91299610430375,4
262,-32.3970846136206,-3.91299610430375,4
263,-32.3957874474621,-3.91299610430375,4
264,-32.3944902813035,-3.91299610430375,4
265,-32.393193115145,-3.91299610430375,4
266,-32.3918959489865,-3.91299610430375,4
267,-32.3905987828279,-3.91299610430375,4
268,-32.3893016166694,-3.91299610430375,5
269,-32.3880044505109,-3.91299610430375,5
270,-32.3867072843523,-3.91299610430375,5
271,-32.3854101181938,-3.91299610430375,5
272,-32.3841129520352,-3.91299610430375,5
273,-32.3828157858767,-3.91299610430375,5
274,-32.3815186197182,-3.91299610430375,3
275,-32.3802214535596,-3.91299610430375,3
276,-32.3789242874011,-3.91299610430375,5
277,-32.3776271212425,-3.91299610430375,5
278,-32.376329955084,-3.91299610430375,5
279,-32.3750327889255,-3.91299610430375,5
280,-32.3737356227669,-3.91299610430375,5
281,-32.3724384566084,-3.91299610430375,1
282,-32.4347024322182,-3.91200257047761,3
283,-32.4334052660597,-3.91200257047761,3
284,-32.4321080999011,-3.91200257047761,3
285,-32.4308109337426,-3.91200257047761,1
286,-32.4295137675841,-3.91200257047761,1
287,-32.4282166014255,-3.91200257047761,1
288,-32.426919435267,-3.91200257047761,1
289,-32.4256222691085,-3.91200257047761,1
290,-32.4243251029499,-3.91200257047761,1
291,-32.4230279367914,-3.91200257047761,3
292,-32.4217307706328,-3.91200257047761,3
293,-32.4204336044743,-3.91200257047761,4
294,-32.4191364383158,-3.91200257047761,3
295,-32.4178392721572,-3.91200257047761,3
296,-32.4165421059987,-3.91200257047761,3
297,-32.4152449398402,-3.91200257047761,3
298,-32.4139477736816,-3.91200257047761,1
299,-32.4126506075231,-3.91200257047761,1
300,-32.4113534413645,-3.91200257047761,1
301,-32.410056275206,-3.91200257047761,1
302,-32.4087591090475,-3.91200257047761,3
303,-32.4074619428889,-3.91200257047761,3
304,-32.4061647767304,-3.91200257047761,3
305,-32.4048676105718,-3.91200257047761,3
306,-32.4035704444133,-3.91200257047761,3
307,-32.4022732782548,-3.91200257047761,3
308,-32.4009761120962,-3.91200257047761,4
309,-32.3996789459377,-3.91200257047761,4
310,-32.3983817797792,-3.91200257047761,4
311,-32.3970846136206,-3.91200257047761,4
312,-32.3957874474621,-3.91200257047761,4
313,-32.3944902813035,-3.91200257047761,4
314,-32.393193115145,-3.91200257047761,4
315,-32.3918959489865,-3.91200257047761,4
316,-32.3905987828279,-3.91200257047761,4
317,-32.3893016166694,-3.91200257047761,5
318,-32.3880044505109,-3.91200257047761,5
319,-32.3867072843523,-3.91200257047761,5
320,-32.3854101181938,-3.91200257047761,5
321,-32.3841129520352,-3.91200257047761,5
322,-32.3828157858767,-3.91200257047761,5
323,-32.3815186197182,-3.91200257047761,5
324,-32.3802214535596,-3.91200257047761,3
325,-32.3789242874011,-3.91200257047761,5
326,-32.3776271212425,-3.91200257047761,5
327,-32.376329955084,-3.91200257047761,5
328,-32.3750327889255,-3.91200257047761,5
329,-32.3737356227669,-3.91200257047761,5
330,-32.3724384566084,-3.91200257047761,5
331,-32.3711412904499,-3.91200257047761,1
332,-32.4385939306938,-3.91100903665147,1
333,-32.4372967645353,-3.91100903665147,1
334,-32.4359995983768,-3.91100903665147,3
335,-32.4347024322182,-3.91100903665147,3
336,-32.4334052660597,-3.91100903665147,3
337,-32.4321080999011,-3.91100903665147,3
338,-32.4308109337426,-3.91100903665147,3
339,-32.4295137675841,-3.91100903665147,3
340,-32.4282166014255,-3.91100903665147,1
341,-32.426919435267,-3.91100903665147,1
342,-32.4256222691085,-3.91100903665147,1
343,-32.4243251029499,-3.91100903665147,4
344,-32.4230279367914,-3.91100903665147,4
345,-32.4217307706328,-3.91100903665147,3
346,-32.4204336044743,-3.91100903665147,3
347,-32.4191364383158,-3.91100903665147,3
348,-32.4178392721572,-3.91100903665147,3
349,-32.4165421059987,-3.91100903665147,3
350,-32.4152449398402,-3.91100903665147,3
351,-32.4139477736816,-3.91100903665147,3
352,-32.4126506075231,-3.91100903665147,3
353,-32.4113534413645,-3.91100903665147,1
354,-32.410056275206,-3.91100903665147,1
355,-32.4087591090475,-3.91100903665147,3
356,-32.4074619428889,-3.91100903665147,3
357,-32.4061647767304,-3.91100903665147,3
358,-32.4048676105718,-3.91100903665147,3
359,-32.4035704444133,-3.91100903665147,3
360,-32.4022732782548,-3.91100903665147,3
361,-32.4009761120962,-3.91100903665147,4
362,-32.3996789459377,-3.91100903665147,4
363,-32.3983817797792,-3.91100903665147,4
364,-32.3970846136206,-3.91100903665147,4
365,-32.3957874474621,-3.91100903665147,4
366,-32.3944902813035,-3.91100903665147,4
367,-32.393193115145,-3.91100903665147,4
368,-32.3918959489865,-3.91100903665147,4
369,-32.3905987828279,-3.91100903665147,5
370,-32.3893016166694,-3.91100903665147,4
371,-32.3880044505109,-3.91100903665147,5
372,-32.3867072843523,-3.91100903665147,5
373,-32.3854101181938,-3.91100903665147,5
374,-32.3841129520352,-3.91100903665147,5
375,-32.3828157858767,-3.91100903665147,5
376,-32.3815186197182,-3.91100903665147,5
377,-32.3802214535596,-3.91100903665147,5
378,-32.3789242874011,-3.91100903665147,5
379,-32.3776271212425,-3.91100903665147,5
380,-32.376329955084,-3.91100903665147,5
381,-32.3750327889255,-3.91100903665147,5
382,-32.3737356227669,-3.91100903665147,5
383,-32.3724384566084,-3.91100903665147,5
384,-32.3711412904499,-3.91100903665147,1
385,-32.3698441242913,-3.91100903665147,1
386,-32.4411882630109,-3.91001550282533,1
387,-32.4398910968524,-3.91001550282533,1
388,-32.4385939306938,-3.91001550282533,1
389,-32.4372967645353,-3.91001550282533,1
390,-32.4359995983768,-3.91001550282533,1
391,-32.4347024322182,-3.91001550282533,3
392,-32.4334052660597,-3.91001550282533,3
393,-32.4321080999011,-3.91001550282533,3
394,-32.4308109337426,-3.91001550282533,3
395,-32.4295137675841,-3.91001550282533,3
396,-32.4282166014255,-3.91001550282533,1
397,-32.426919435267,-3.91001550282533,1
398,-32.4256222691085,-3.91001550282533,1
399,-32.4243251029499,-3.91001550282533,3
400,-32.4230279367914,-3.91001550282533,3
401,-32.4217307706328,-3.91001550282533,4
402,-32.4204336044743,-3.91001550282533,4
403,-32.4191364383158,-3.91001550282533,3
404,-32.4178392721572,-3.91001550282533,3
405,-32.4165421059987,-3.91001550282533,3
406,-32.4152449398402,-3.91001550282533,3
407,-32.4139477736816,-3.91001550282533,3
408,-32.4126506075231,-3.91001550282533,3
409,-32.4113534413645,-3.91001550282533,3
410,-32.410056275206,-3.91001550282533,1
411,-32.4087591090475,-3.91001550282533,2
412,-32.4074619428889,-3.91001550282533,2
413,-32.4061647767304,-3.91001550282533,2
414,-32.4048676105718,-3.91001550282533,3
415,-32.4035704444133,-3.91001550282533,3
416,-32.4022732782548,-3.91001550282533,3
417,-32.4009761120962,-3.91001550282533,3
418,-32.3996789459377,-3.91001550282533,4
419,-32.3983817797792,-3.91001550282533,4
420,-32.3970846136206,-3.91001550282533,4
421,-32.3957874474621,-3.91001550282533,3
422,-32.3944902813035,-3.91001550282533,4
423,-32.393193115145,-3.91001550282533,4
424,-32.3918959489865,-3.91001550282533,4
425,-32.3905987828279,-3.91001550282533,4
426,-32.3893016166694,-3.91001550282533,4
427,-32.3880044505109,-3.91001550282533,5
428,-32.3867072843523,-3.91001550282533,5
429,-32.3854101181938,-3.91001550282533,5
430,-32.3841129520352,-3.91001550282533,5
431,-32.3828157858767,-3.91001550282533,5
432,-32.3815186197182,-3.91001550282533,5
433,-32.3802214535596,-3.91001550282533,5
434,-32.3789242874011,-3.91001550282533,5
435,-32.3776271212425,-3.91001550282533,5
436,-32.376329955084,-3.91001550282533,5
437,-32.3750327889255,-3.91001550282533,5
438,-32.3737356227669,-3.91001550282533,5
439,-32.3724384566084,-3.91001550282533,5
440,-32.3711412904499,-3.91001550282533,5
441,-32.3698441242913,-3.91001550282533,1
442,-32.3685469581328,-3.91001550282533,1
443,-32.3672497919742,-3.91001550282533,1
444,-32.4424854291695,-3.9090219689992,1
445,-32.4411882630109,-3.9090219689992,1
446,-32.4398910968524,-3.9090219689992,1
447,-32.4385939306938,-3.9090219689992,1
448,-32.4372967645353,-3.9090219689992,1
449,-32.4359995983768,-3.9090219689992,1
450,-32.4347024322182,-3.9090219689992,1
451,-32.4334052660597,-3.9090219689992,3
452,-32.4321080999011,-3.9090219689992,3
453,-32.4308109337426,-3.9090219689992,3
454,-32.4295137675841,-3.9090219689992,3
455,-32.4282166014255,-3.9090219689992,3
456,-32.426919435267,-3.9090219689992,3
457,-32.4256222691085,-3.9090219689992,3
458,-32.4243251029499,-3.9090219689992,4
459,-32.4230279367914,-3.9090219689992,4
460,-32.4217307706328,-3.9090219689992,4
461,-32.4204336044743,-3.9090219689992,3
462,-32.4191364383158,-3.9090219689992,3
463,-32.4178392721572,-3.9090219689992,3
464,-32.4165421059987,-3.9090219689992,3
465,-32.4152449398402,-3.9090219689992,3
466,-32.4139477736816,-3.9090219689992,3
467,-32.4126506075231,-3.9090219689992,3
468,-32.4113534413645,-3.9090219689992,3
469,-32.410056275206,-3.9090219689992,3
470,-32.4087591090475,-3.9090219689992,2
471,-32.4074619428889,-3.9090219689992,2
472,-32.4061647767304,-3.9090219689992,2
473,-32.4048676105718,-3.9090219689992,2
474,-32.4035704444133,-3.9090219689992,2
475,-32.4022732782548,-3.9090219689992,3
476,-32.4009761120962,-3.9090219689992,4
477,-32.3996789459377,-3.9090219689992,4
478,-32.3983817797792,-3.9090219689992,4
479,-32.3970846136206,-3.9090219689992,3
480,-32.3957874474621,-3.9090219689992,4
481,-32.3944902813035,-3.9090219689992,4
482,-32.393193115145,-3.9090219689992,4
483,-32.3918959489865,-3.9090219689992,4
484,-32.3905987828279,-3.9090219689992,4
485,-32.3893016166694,-3.9090219689992,5
486,-32.3880044505109,-3.9090219689992,5
487,-32.3867072843523,-3.9090219689992,5
488,-32.3854101181938,-3.9090219689992,5
489,-32.3841129520352,-3.9090219689992,5
490,-32.3828157858767,-3.9090219689992,5
491,-32.3815186197182,-3.9090219689992,5
492,-32.3802214535596,-3.9090219689992,5
493,-32.3789242874011,-3.9090219689992,5
494,-32.3776271212425,-3.9090219689992,5
495,-32.376329955084,-3.9090219689992,5
496,-32.3750327889255,-3.9090219689992,5
497,-32.3737356227669,-3.9090219689992,5
498,-32.3724384566084,-3.9090219689992,5
499,-32.3711412904499,-3.9090219689992,5
500,-32.3698441242913,-3.9090219689992,5
501,-32.3685469581328,-3.9090219689992,1
502,-32.3672497919742,-3.9090219689992,1
503,-32.3659526258157,-3.9090219689992,1
504,-32.4450797614865,-3.90802843517306,1
505,-32.443782595328,-3.90802843517306,1
506,-32.4424854291695,-3.90802843517306,1
507,-32.4411882630109,-3.90802843517306,1
508,-32.4398910968524,-3.90802843517306,1
509,-32.4385939306938,-3.90802843517306,1
510,-32.4372967645353,-3.90802843517306,1
511,-32.4359995983768,-3.90802843517306,1
512,-32.4347024322182,-3.90802843517306,1
513,-32.4334052660597,-3.90802843517306,4
514,-32.4321080999011,-3.90802843517306,4
515,-32.4308109337426,-3.90802843517306,3
516,-32.4295137675841,-3.90802843517306,3
517,-32.4282166014255,-3.90802843517306,3
518,-32.426919435267,-3.90802843517306,3
519,-32.4256222691085,-3.90802843517306,3
520,-32.4243251029499,-3.90802843517306,3
521,-32.4230279367914,-3.90802843517306,3
522,-32.4217307706328,-3.90802843517306,3
523,-32.4204336044743,-3.90802843517306,3
524,-32.4191364383158,-3.90802843517306,3
525,-32.4178392721572,-3.90802843517306,3
526,-32.4165421059987,-3.90802843517306,3
527,-32.4152449398402,-3.90802843517306,1
528,-32.4139477736816,-3.90802843517306,1
529,-32.4126506075231,-3.90802843517306,3
530,-32.4113534413645,-3.90802843517306,3
531,-32.410056275206,-3.90802843517306,3
532,-32.4087591090475,-3.90802843517306,3
533,-32.4074619428889,-3.90802843517306,3
534,-32.4061647767304,-3.90802843517306,2
535,-32.4048676105718,-3.90802843517306,2
536,-32.4035704444133,-3.90802843517306,2
537,-32.4022732782548,-3.90802843517306,2
538,-32.4009761120962,-3.90802843517306,4
539,-32.3996789459377,-3.90802843517306,4
540,-32.3983817797792,-3.90802843517306,4
541,-32.3970846136206,-3.90802843517306,4
542,-32.3957874474621,-3.90802843517306,4
543,-32.3944902813035,-3.90802843517306,4
544,-32.393193115145,-3.90802843517306,4
545,-32.3918959489865,-3.90802843517306,4
546,-32.3905987828279,-3.90802843517306,4
547,-32.3893016166694,-3.90802843517306,5
548,-32.3880044505109,-3.90802843517306,5
549,-32.3867072843523,-3.90802843517306,5
550,-32.3854101181938,-3.90802843517306,5
551,-32.3841129520352,-3.90802843517306,5
552,-32.3828157858767,-3.90802843517306,5
553,-32.3815186197182,-3.90802843517306,5
554,-32.3802214535596,-3.90802843517306,5
555,-32.3789242874011,-3.90802843517306,5
556,-32.3776271212425,-3.90802843517306,5
557,-32.376329955084,-3.90802843517306,5
558,-32.3750327889255,-3.90802843517306,5
559,-32.3737356227669,-3.90802843517306,5
560,-32.3724384566084,-3.90802843517306,5
561,-32.3711412904499,-3.90802843517306,5
562,-32.3698441242913,-3.90802843517306,5
563,-32.3685469581328,-3.90802843517306,1
564,-32.3672497919742,-3.90802843517306,1
565,-32.3659526258157,-3.90802843517306,1
566,-32.3646554596572,-3.90802843517306,1
567,-32.4476740938036,-3.90703490134692,1
568,-32.4463769276451,-3.90703490134692,1
569,-32.4450797614865,-3.90703490134692,1
570,-32.443782595328,-3.90703490134692,1
571,-32.4424854291695,-3.90703490134692,1
572,-32.4411882630109,-3.90703490134692,1
573,-32.4398910968524,-3.90703490134692,1
574,-32.4385939306938,-3.90703490134692,1
575,-32.4372967645353,-3.90703490134692,1
576,-32.4359995983768,-3.90703490134692,1
577,-32.4347024322182,-3.90703490134692,3
578,-32.4334052660597,-3.90703490134692,3
579,-32.4321080999011,-3.90703490134692,3
580,-32.4308109337426,-3.90703490134692,4
581,-32.4295137675841,-3.90703490134692,4
582,-32.4282166014255,-3.90703490134692,3
583,-32.426919435267,-3.90703490134692,3
584,-32.4256222691085,-3.90703490134692,4
585,-32.4243251029499,-3.90703490134692,4
586,-32.4230279367914,-3.90703490134692,4
587,-32.4217307706328,-3.90703490134692,4
588,-32.4204336044743,-3.90703490134692,4
589,-32.4191364383158,-3.90703490134692,3
590,-32.4178392721572,-3.90703490134692,3
591,-32.4165421059987,-3.90703490134692,1
592,-32.4152449398402,-3.90703490134692,1
593,-32.4139477736816,-3.90703490134692,1
594,-32.4126506075231,-3.90703490134692,3
595,-32.4113534413645,-3.90703490134692,3
596,-32.410056275206,-3.90703490134692,3
597,-32.4087591090475,-3.90703490134692,3
598,-32.4074619428889,-3.90703490134692,2
599,-32.4061647767304,-3.90703490134692,2
600,-32.4048676105718,-3.90703490134692,2
601,-32.4035704444133,-3.90703490134692,2
602,-32.4022732782548,-3.90703490134692,2
603,-32.4009761120962,-3.90703490134692,4
604,-32.3996789459377,-3.90703490134692,4
605,-32.3983817797792,-3.90703490134692,4
606,-32.3970846136206,-3.90703490134692,4
607,-32.3957874474621,-3.90703490134692,4
608,-32.3944902813035,-3.90703490134692,4
609,-32.393193115145,-3.90703490134692,4
610,-32.3918959489865,-3.90703490134692,4
611,-32.3905987828279,-3.90703490134692,4
612,-32.3893016166694,-3.90703490134692,4
613,-32.3880044505109,-3.90703490134692,5
614,-32.3867072843523,-3.90703490134692,5
615,-32.3854101181938,-3.90703490134692,5
616,-32.3841129520352,-3.90703490134692,5
617,-32.3828157858767,-3.90703490134692,5
618,-32.3815186197182,-3.90703490134692,5
619,-32.3802214535596,-3.90703490134692,5
620,-32.3789242874011,-3.90703490134692,5
621,-32.3776271212425,-3.90703490134692,5
622,-32.376329955084,-3.90703490134692,5
623,-32.3750327889255,-3.90703490134692,5
624,-32.3737356227669,-3.90703490134692,5
625,-32.3724384566084,-3.90703490134692,5
626,-32.3711412904499,-3.90703490134692,5
627,-32.3698441242913,-3.90703490134692,5
628,-32.3685469581328,-3.90703490134692,5
629,-32.3672497919742,-3.90703490134692,1
630,-32.3659526258157,-3.90703490134692,1
631,-32.3646554596572,-3.90703490134692,1
632,-32.3633582934986,-3.90703490134692,1
633,-32.4502684261207,-3.90604136752079,1
634,-32.4489712599621,-3.90604136752079,1
635,-32.4476740938036,-3.90604136752079,1
636,-32.4463769276451,-3.90604136752079,1
637,-32.4450797614865,-3.90604136752079,1
