id,xloc,yloc,cost,locked_in,locked_out
697,-32.53,-3.76,1.0,0,0
698,-32.52,-3.76,1.0,0,0
699,-32.51,-3.76,1.0,0,0
700,-32.5,-3.76,1.0,0,0
701,-32.49,-3.76,1.0,0,0
702,-32.48,-3.76,1.0,0,0
703,-32.47,-3.76,1.0,0,0
704,-32.46,-3.76,1.0,0,0
705,-32.45,-3.76,1.0,0,0
706,-32.44,-3.76,1.0,0,0
707,-32.43,-3.76,1.0,0,0
708,-32.42,-3.76,1.0,0,0
709,-32.41,-3.76,1.0,0,0
710,-32.4,-3.76,1.0,0,0
711,-32.39,-3.76,1.0,0,0
712,-32.38,-3.76,1.0,0,0
713,-32.37,-3.76,1.0,0,0
714,-32.36,-3.76,1.0,0,0
715,-32.35,-3.76,1.0,0,0
716,-32.34,-3.76,1.0,0,0
717,-32.33,-3.76,1.0,0,0
718,-32.32,-3.76,1.0,0,0
719,-32.31,-3.76,1.0,0,0
720,-32.3,-3.76,1.0,0,0
721,-32.65,-3.75,1.0,0,0
722,-32.64,-3.75,1.0,0,0
723,-32.63,-3.75,1.0,0,0
724,-32.62,-3.75,1.0,0,0
725,-32.61,-3.75,1.0,0,0
726,-32.6,-3.75,1.0,0,0
727,-32.59,-3.75,1.0,0,0
728,-32.58,-3.75,1.0,0,0
729,-32.57,-3.75,1.0,0,0
730,-32.56,-3.75,1.0,0,0
731,-32.55,-3.75,1.0,0,0
732,-32.54,-3.75,1.0,0,0
733,-32.53,-3.75,1.0,0,0
734,-32.52,-3.75,1.0,0,0
735,-32.51,-3.75,1.0,0,0
736,-32.5,-3.75,1.0,0,0
737,-32.49,-3.75,1.0,0,0
738,-32.48,-3.75,1.0,0,0
739,-32.47,-3.75,1.0,0,0
740,-32.46,-3.75,1.0,0,0
741,-32.45,-3.75,1.0,0,0
742,-32.44,-3.75,1.0,0,0
743,-32.43,-3.75,1.0,0,0
744,-32.42,-3.75,1.0,0,0
745,-32.41,-3.75,1.0,0,0
746,-32.4,-3.75,1.0,0,0
747,-32.39,-3.75,1.0,0,0
748,-32.38,-3.75,1.0,0,0
749,-32.37,-3.75,1.0,0,0
750,-32.36,-3.75,1.0,0,0
751,-32.35,-3.75,1.0,0,0
752,-32.34,-3.75,1.0,0,0
753,-32.33,-3.75,1.0,0,0
754,-32.32,-3.75,1.0,0,0
755,-32.31,-3.75,1.0,0,0
756,-32.3,-3.75,1.0,0,0
